CybORG v1.0, Scenario1b
author: John, team: Cardiff-Airbus, technique: DDQN
wrappers: ChallengeWrapper(agent_name, env)
steps: 30, adversary: B_lineAgent, mean: -8.809999999999995, standard deviation 4.678545487519375
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.118.208/28'), ('Sleep', 'DiscoverNetworkServices 10.0.118.221'), ('Sleep', 'ExploitRemoteService 10.0.118.221'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.6.70'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.6.70'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.6.64/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.6.74'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.102.37'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.102.37'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.6.74')], total reward: -9.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.87.48/28'), ('Sleep', 'DiscoverNetworkServices 10.0.87.60'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.87.60'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.42.178'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.42.178'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.42.176/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.42.179'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.179')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.150.160/28'), ('Sleep', 'DiscoverNetworkServices 10.0.150.174'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.174'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.33.230'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.33.230'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.33.224/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.33.228'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.65.189'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.65.189'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.228')], total reward: -9.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.127.64/28'), ('Sleep', 'DiscoverNetworkServices 10.0.127.75'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.127.75'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.129.21'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.129.21'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.129.16/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.129.20'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.20')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.84.112/28'), ('Sleep', 'DiscoverNetworkServices 10.0.84.120'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.84.120'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.100.134'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.100.134'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.100.128/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.100.136'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.136')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.225.0/28'), ('Sleep', 'DiscoverNetworkServices 10.0.225.7'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.225.7'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.194.153'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.194.153'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.194.144/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.194.152'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.152')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.222.48/28'), ('Sleep', 'DiscoverNetworkServices 10.0.222.55'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.222.55'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.150.86'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.150.86'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.150.80/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.150.82'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.49.2'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.49.2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.150.82')], total reward: -9.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.123.192/28'), ('Sleep', 'DiscoverNetworkServices 10.0.123.206'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.206'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.201.140'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.201.140'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.201.128/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.201.134'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.201.134')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.181.176/28'), ('Sleep', 'DiscoverNetworkServices 10.0.181.181'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.181.181'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.212.61'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.212.61'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.212.48/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.212.52'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.212.52')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.43.64/28'), ('Sleep', 'DiscoverNetworkServices 10.0.43.72'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.43.72'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.123.180'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.123.180'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.123.176/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.123.179'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.123.179')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.243.32/28'), ('Sleep', 'DiscoverNetworkServices 10.0.243.38'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.243.38'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.20.84'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.20.84'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.20.80/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.20.90'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.20.90')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.122.240/28'), ('Sleep', 'DiscoverNetworkServices 10.0.122.247'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.122.247'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.192.206'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.192.206'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.192.192/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.192.204'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.192.204')], total reward: -6.799999999999994
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.207.240/28'), ('Sleep', 'DiscoverNetworkServices 10.0.207.253'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.207.253'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.49.218'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.49.218'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.49.208/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.49.209'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.49.209'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.49.209'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.216.221'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.216.221'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.49.209'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.49.209'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.49.209'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.216.221'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.216.221'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.49.209'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.49.209'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.49.209'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.49.209')], total reward: -12.799999999999994
